Id_Externo__c,Lote_M2__c,Valor_Total__c,Cuota_Entrada__c,Ubicacion__c,Asesor_Comercial__c,Cuenta__r.Id_Externo__c,Grupo_de_Venta__c,Nombre_del_Proyecto__c,Pagos_Vencidos__c,Modelo_Casa__c,Plantas__c,Estado_Contrato__c,Categoria_Producto__c
866,81,187845,26298.3,Guayaquil,Maria Carmen,3353580b-4238-469f-9099-449fe5a4fba0,Equipo 2,Playa Arenas,0,Marinella,3,RESCILIADO,VILLA
867,86,42046,4625.06,Santo Domingo,Maria Fernanda,6c479c80-3b54-48fa-9b24-5c25052276bd,Equipo 1,Ciudad Celeste,3,Marinella,1,PAGO,VILLA
868,72,72673,8720.76,Guayaquil,Carlos,7675d24d-84c1-4db2-ad06-d0505087a451,Equipo 3,Parque Azul,0,Isola,1,PAGO,DEPARTAMENTO
869,107,180664,27099.6,Cuenca,Miguel Angel,7b71a1db-b0ca-4065-bd60-8de2ec249f97,Equipo 3,Parque Azul,5,Marinella,3,RESCILIADO,DEPARTAMENTO
870,31,29558,2955.8,Quito,Maria Jose,5a98e0e9-0d51-4d05-85a7-e78e0677e651,Equipo 1,Parque Azul,4,Ventto,3,RESCILIADO,VILLA
871,67,98334,5900.04,Naranjito,Juan Carlos,aba98518-792f-45c5-850f-aaf4f837334f,Equipo 1,Parque Azul,3,Isola,3,PAGO,VILLA
872,128,203218,22353.98,Machala,Maria Fernanda,a581bbc2-4090-4494-a6f7-2118dc57004b,Equipo 2,Playa Arenas,5,Ventto,1,PAGO,DEPARTAMENTO
873,86,92696,12977.44,Naranjito,Maria Fernanda,68b55f96-82b6-4438-9a34-2e3328fe7270,Equipo 2,Ciudad Celeste,4,Acqua,3,RESCILIADO,VILLA
874,191,131682,11851.38,Machala,Maria Carmen,97eea661-4d27-40ed-b0a6-52bddcefd1d5,Equipo 2,Parque Azul,5,Acqua,2,PAGO,VILLA
875,145,201158,16092.64,Quito,Carlos,9e4ad8e1-1166-4b40-ace8-e893c8b0110a,Equipo 2,Parque Azul,5,Acqua,2,RESCILIADO,DEPARTAMENTO
876,40,13547,1625.64,Naranjito,Carlos,6fd4a903-82c0-4136-84f9-a121c62cbac4,Equipo 3,Playa Arenas,2,Spiaggia,2,PAGO,DEPARTAMENTO
877,67,71312,7844.32,Naranjito,Carlos,7b72c73d-b3bf-405e-b77c-c56ff206d79a,Equipo 2,Parque Azul,1,Notte,1,PAGO,DEPARTAMENTO
878,171,155557,17111.27,Cuenca,Juan Carlos,6c958e4f-c133-4709-9030-24f816f87413,Equipo 2,Ciudad Celeste,0,Ventto,1,PAGO,VILLA
879,62,57198,3431.88,Quito,Juan Carlos,fca1cf39-031c-4bf0-9292-9cd036b6a437,Equipo 3,Parque Azul,5,Spiaggia,1,PAGO,DEPARTAMENTO
880,110,68203,3410.15,Naranjito,Maria Fernanda,9028434f-0f9e-4c02-b897-0f769325f18e,Equipo 2,Ciudad Celeste,4,Marinella,3,RESCILIADO,VILLA
881,59,187443,16869.87,Naranjito,Juan Carlos,b7f9a40c-b286-47ff-9b1b-1dc794292796,Equipo 1,Ciudad Celeste,4,Isola,3,RESCILIADO,DEPARTAMENTO
882,71,242363,21812.67,Santo Domingo,Maria Jose,fab3fedc-62cf-4743-be76-35369952d885,Equipo 3,Parque Azul,5,Isola,2,PAGO,VILLA
883,87,168312,8415.6,Machala,Miguel Angel,4fe086e0-03cc-40e4-8be5-01468957deef,Equipo 2,Playa Arenas,5,Isola,1,RESCILIADO,DEPARTAMENTO
884,161,121021,10891.89,Quito,Miguel Angel,b4fb7f15-17b9-483c-b7d0-d891c95d10ed,Equipo 2,Playa Arenas,5,Marinella,1,RESCILIADO,VILLA
885,153,202829,26367.77,Santo Domingo,Carlos,45e3d514-6dff-48e6-bbe2-44d83dd40463,Equipo 2,Playa Arenas,4,Notte,3,RESCILIADO,DEPARTAMENTO
886,50,226577,22657.7,Cuenca,Carlos,977c0fe4-1968-40a7-8169-dd76ec0eb57c,Equipo 3,Ciudad Celeste,1,Isola,2,PAGO,DEPARTAMENTO
887,65,180854,14468.32,Guayaquil,Miguel Angel,e2b94fdc-8105-40e1-9fd4-fbcc6e668f33,Equipo 2,Playa Arenas,4,Isola,1,PAGO,DEPARTAMENTO
888,75,51563,6703.19,Quito,Maria Carmen,cc1f202f-761e-49c7-8128-f1baf9d93d64,Equipo 3,Parque Azul,1,Ventto,2,PAGO,VILLA
889,162,16481,1483.29,Machala,Maria Carmen,25ea84ea-119f-49da-b4d6-a366cca520ba,Equipo 2,Playa Arenas,2,Acqua,2,PAGO,VILLA
890,90,154907,12392.56,Guayaquil,Maria Jose,67d13d93-4b74-45a4-82ba-c5fba0853300,Equipo 1,Parque Azul,4,Spiaggia,1,RESCILIADO,VILLA
891,182,138530,18008.9,Cuenca,Maria Jose,b533398b-1a5b-4f0e-815e-1c30d03b1968,Equipo 2,Playa Arenas,4,Acqua,3,PAGO,VILLA
892,157,198714,19871.4,Guayaquil,Miguel Angel,e0b14451-f590-467f-9933-37787c38066d,Equipo 1,Parque Azul,0,Ventto,2,RESCILIADO,DEPARTAMENTO
893,172,168170,21862.1,Cuenca,Maria Jose,1392e5f2-bb83-4cac-873d-fafd83dbbce8,Equipo 2,Playa Arenas,5,Acqua,2,PAGO,VILLA
894,104,65680,9195.2,Machala,Maria Fernanda,4b4d6cf4-4291-4688-901d-9d300d72a21f,Equipo 2,Playa Arenas,3,Spiaggia,3,PAGO,DEPARTAMENTO
895,170,86277,4313.85,Quito,Juan Carlos,7df0c7e4-fa6f-4338-b3d5-1c359c4feee5,Equipo 2,Ciudad Celeste,0,Isola,3,RESCILIADO,DEPARTAMENTO
896,101,86282,12079.48,Naranjito,Maria Fernanda,c6b90771-d458-4cb6-b1dd-d5bffebf2679,Equipo 1,Playa Arenas,0,Notte,2,PAGO,VILLA
897,67,213797,32069.55,Santo Domingo,Maria Fernanda,8d9d5442-7a7b-40bf-a62f-6f01cbbba047,Equipo 1,Playa Arenas,5,Notte,3,RESCILIADO,VILLA
898,74,164549,21391.37,Machala,Maria Jose,7ef691a3-75b8-42fa-b9c5-a40cec3e2e73,Equipo 2,Playa Arenas,0,Acqua,1,PAGO,DEPARTAMENTO
899,189,189476,11368.56,Guayaquil,Juan Carlos,e4860e62-ec44-48bb-82e9-fd48dbce1688,Equipo 3,Parque Azul,4,Acqua,1,RESCILIADO,VILLA
900,55,14093,1268.37,Machala,Maria Jose,33346109-fe90-4e18-ab35-98c8423efb71,Equipo 1,Playa Arenas,3,Acqua,2,PAGO,DEPARTAMENTO
901,178,158200,17402,Machala,Miguel Angel,107a4efb-0dcb-4dd7-b536-e534b7827014,Equipo 2,Ciudad Celeste,3,Marinella,2,RESCILIADO,DEPARTAMENTO
902,190,93356,5601.36,Quito,Miguel Angel,4fa1d532-e5fe-427a-9701-063e105efb8e,Equipo 2,Playa Arenas,3,Notte,3,PAGO,DEPARTAMENTO
903,131,215097,25811.64,Cuenca,Maria Carmen,f0e0627a-b9ec-4d5a-98bd-a0172e81ef96,Equipo 3,Ciudad Celeste,0,Ventto,1,PAGO,DEPARTAMENTO
904,61,126195,11357.55,Cuenca,Maria Fernanda,f33a54dd-5d51-4e63-ab77-95cc17bfaf5f,Equipo 1,Ciudad Celeste,3,Ventto,1,PAGO,DEPARTAMENTO
905,118,94017,6581.19,Machala,Carlos,3521db16-0701-463b-ab42-8d5ac0cd67d5,Equipo 1,Ciudad Celeste,3,Spiaggia,2,PAGO,DEPARTAMENTO
906,194,32579,3257.9,Naranjito,Maria Carmen,f72f5632-d0d7-4250-bfe5-96150039b847,Equipo 3,Ciudad Celeste,2,Ventto,2,RESCILIADO,VILLA
907,79,36151,2892.08,Santo Domingo,Juan Carlos,3bd29488-e53f-484f-8785-75546a5d2719,Equipo 3,Playa Arenas,0,Notte,1,PAGO,VILLA
908,99,89311,8037.99,Guayaquil,Juan Carlos,8642254a-8997-49cc-acff-8decf0568cf3,Equipo 1,Parque Azul,5,Ventto,1,PAGO,DEPARTAMENTO
909,132,52602,3156.12,Cuenca,Carlos,6a9a609d-056c-46ba-802e-fb4b3ff849f2,Equipo 1,Ciudad Celeste,0,Ventto,2,PAGO,DEPARTAMENTO
910,136,157911,14211.99,Cuenca,Juan Carlos,c5854542-ceb4-400e-8281-dcb02cfa78a1,Equipo 1,Parque Azul,3,Notte,2,PAGO,VILLA
911,177,26592,3456.96,Quito,Miguel Angel,ff51672c-a2e1-4824-83d8-a8dd5045e100,Equipo 3,Parque Azul,3,Spiaggia,2,RESCILIADO,VILLA
912,124,12671,633.55,Quito,Juan Carlos,3d6fb75a-6be4-43f0-ab72-52aab2b6d875,Equipo 1,Parque Azul,1,Notte,3,PAGO,VILLA
913,57,206823,16545.84,Machala,Maria Carmen,0b936821-6b86-43bf-adf8-acef2ac0330a,Equipo 1,Parque Azul,3,Spiaggia,3,PAGO,DEPARTAMENTO
914,164,22664,1813.12,Santo Domingo,Juan Carlos,e428073a-5577-4019-9757-ca0fa79d074f,Equipo 1,Playa Arenas,1,Spiaggia,1,PAGO,VILLA
915,169,32295,3229.5,Machala,Maria Fernanda,1e4290b1-d9bc-41ec-8a79-98cf8fc937bd,Equipo 1,Playa Arenas,0,Acqua,1,PAGO,DEPARTAMENTO
916,71,241897,29027.64,Santo Domingo,Juan Carlos,c6af3f16-e55f-41ad-ae24-1d9a93e3730d,Equipo 1,Ciudad Celeste,3,Notte,1,PAGO,DEPARTAMENTO
917,196,62001,6200.1,Naranjito,Juan Carlos,7cbc7481-74e2-4328-9b65-4a6e57d8285f,Equipo 3,Ciudad Celeste,4,Spiaggia,2,PAGO,VILLA
918,58,8336,1000.32,Quito,Carlos,56e818b9-3d24-4f11-ae28-0c76c88ce496,Equipo 2,Playa Arenas,1,Spiaggia,1,RESCILIADO,VILLA
919,68,45460,6364.4,Santo Domingo,Maria Jose,dd3a7f45-030b-4fcc-8a33-0ca2de5de463,Equipo 2,Ciudad Celeste,2,Spiaggia,2,PAGO,DEPARTAMENTO
920,133,169541,10172.46,Cuenca,Maria Carmen,1abe6775-2175-44d9-a7f7-5eb0d2234e8d,Equipo 2,Parque Azul,2,Isola,2,PAGO,VILLA
921,172,10705,1391.65,Cuenca,Maria Jose,cf56890a-28ed-4c02-98aa-fa9719d8dcc1,Equipo 1,Parque Azul,3,Isola,3,RESCILIADO,DEPARTAMENTO
922,82,80020,9602.4,Naranjito,Carlos,ada2616b-0d82-413b-8c15-eae26415980f,Equipo 1,Parque Azul,5,Notte,1,PAGO,DEPARTAMENTO
923,101,67818,10172.7,Naranjito,Carlos,73374210-ab18-4336-8e0b-8aaaeddcc901,Equipo 2,Ciudad Celeste,4,Spiaggia,1,RESCILIADO,VILLA
924,182,115614,8092.98,Santo Domingo,Carlos,32a39e45-f74a-4aab-9dec-3859e7244fad,Equipo 2,Ciudad Celeste,5,Isola,1,PAGO,DEPARTAMENTO
925,170,148443,20782.02,Machala,Maria Jose,d758eaa1-d5fe-4924-93fe-baf60b360fcd,Equipo 2,Ciudad Celeste,3,Ventto,1,PAGO,DEPARTAMENTO
926,127,57382,7459.66,Cuenca,Carlos,81c357f1-8055-463a-aed4-b252e577aec1,Equipo 3,Ciudad Celeste,2,Spiaggia,3,PAGO,VILLA
927,31,201091,20109.1,Naranjito,Miguel Angel,b4227fdb-9667-4b66-83bf-9888e8bbc601,Equipo 2,Parque Azul,4,Ventto,1,RESCILIADO,VILLA
928,192,70777,9908.78,Guayaquil,Juan Carlos,fad66dc2-f01f-4458-8de4-2c12e046418f,Equipo 2,Ciudad Celeste,3,Acqua,1,PAGO,DEPARTAMENTO
929,113,109639,8771.12,Cuenca,Juan Carlos,b80fb021-1aa2-42d6-b4b7-09e33359e14b,Equipo 3,Ciudad Celeste,2,Acqua,2,PAGO,DEPARTAMENTO
930,119,141003,19740.42,Machala,Maria Carmen,5c61f65c-7d13-4b84-8af7-03724ebed784,Equipo 1,Ciudad Celeste,3,Notte,3,PAGO,VILLA
931,112,71186,9254.18,Santo Domingo,Carlos,bb5f9b22-5bb9-41a5-a9f7-ffd27dac854b,Equipo 3,Parque Azul,5,Acqua,2,PAGO,VILLA
932,55,119202,11920.2,Naranjito,Maria Carmen,55d2ee0d-00e8-443e-9c2f-11c59916454b,Equipo 2,Ciudad Celeste,3,Isola,1,PAGO,VILLA
933,148,56903,5690.3,Quito,Maria Fernanda,f60b0024-99c1-4374-9e4d-831f42bcc141,Equipo 2,Parque Azul,5,Spiaggia,3,RESCILIADO,VILLA
934,65,178686,16081.74,Quito,Maria Fernanda,93ec715e-dfbe-4e34-a058-1aac8ac9bda2,Equipo 2,Parque Azul,5,Ventto,2,RESCILIADO,DEPARTAMENTO
935,161,145992,17519.04,Naranjito,Maria Fernanda,3cb940fc-c548-4e2d-8ace-0b07f0b096cc,Equipo 1,Ciudad Celeste,4,Spiaggia,3,RESCILIADO,DEPARTAMENTO
936,43,107761,7543.27,Naranjito,Maria Jose,6e752b40-26c6-4fa1-9150-7600107c8302,Equipo 1,Parque Azul,2,Acqua,3,PAGO,VILLA
937,88,46575,3726,Naranjito,Juan Carlos,9dea1df7-1331-421c-b59a-7b27530acd3a,Equipo 2,Playa Arenas,0,Notte,2,RESCILIADO,DEPARTAMENTO
938,197,209285,18835.65,Quito,Carlos,ab8b6338-1aac-4b4f-8cdb-366c1fcf2b8e,Equipo 1,Playa Arenas,3,Notte,3,RESCILIADO,DEPARTAMENTO
939,122,79973,11995.95,Machala,Carlos,20a9b875-4e37-4e4f-a32b-caa19d94383e,Equipo 2,Ciudad Celeste,3,Ventto,2,PAGO,DEPARTAMENTO
940,73,68939,5515.12,Guayaquil,Maria Carmen,dfdd19db-7d99-4fc9-9e38-2a8cf26a5a17,Equipo 2,Ciudad Celeste,3,Notte,3,PAGO,VILLA
941,126,175062,10503.72,Cuenca,Maria Jose,e58eef2a-20c1-4d97-bb26-fd8bb2b4422d,Equipo 3,Ciudad Celeste,1,Notte,1,PAGO,DEPARTAMENTO
942,147,139818,15379.98,Machala,Carlos,c3afbde2-4c33-4c47-b070-16393c6c4f82,Equipo 2,Playa Arenas,0,Ventto,3,RESCILIADO,VILLA
943,149,113421,5671.05,Naranjito,Maria Fernanda,28062fbc-bc04-42ab-8d01-4666b30e306b,Equipo 1,Ciudad Celeste,4,Acqua,3,RESCILIADO,VILLA
944,52,247691,12384.55,Machala,Juan Carlos,5b43db6c-01c0-4634-b2fe-2f852171a6c1,Equipo 3,Playa Arenas,1,Acqua,2,PAGO,VILLA
945,188,237232,26095.52,Santo Domingo,Carlos,663f42e6-eeb0-40f6-b6fc-e194fed5a68e,Equipo 1,Parque Azul,1,Notte,2,PAGO,DEPARTAMENTO
946,141,35403,4956.42,Cuenca,Maria Jose,c32a72c8-78f2-486b-991e-851ff61cf023,Equipo 1,Ciudad Celeste,2,Isola,1,PAGO,DEPARTAMENTO
947,40,70933,9221.29,Guayaquil,Maria Jose,0a37f74b-8871-4ac0-becb-81a59890254c,Equipo 2,Ciudad Celeste,3,Spiaggia,3,RESCILIADO,VILLA
948,70,248797,12439.85,Guayaquil,Maria Jose,c5e5a0c4-ab8f-4323-89ec-a6e3f81aaa42,Equipo 2,Playa Arenas,5,Spiaggia,1,PAGO,VILLA
949,169,113630,12499.3,Quito,Miguel Angel,8d8b5bb2-6974-4b62-ba4d-a9a4d4971ad7,Equipo 2,Playa Arenas,3,Acqua,1,PAGO,VILLA
950,79,219958,24195.38,Santo Domingo,Maria Carmen,2ae999c6-e8d1-49dc-830a-d7cd6b462429,Equipo 3,Parque Azul,2,Isola,1,PAGO,DEPARTAMENTO
951,138,203484,14243.88,Machala,Maria Jose,5d475fbd-3cd4-44db-a41a-bdb517df784a,Equipo 3,Ciudad Celeste,0,Acqua,2,PAGO,VILLA
952,97,30073,3909.49,Quito,Maria Carmen,e1f97cd6-1329-4e7b-920a-7db32a57e8c0,Equipo 3,Parque Azul,0,Acqua,3,PAGO,DEPARTAMENTO
953,34,165048,21456.24,Cuenca,Maria Jose,b9d189de-662e-4a00-8ccf-c614b9aaf7d6,Equipo 1,Parque Azul,4,Notte,1,PAGO,VILLA
954,123,86210,8621,Guayaquil,Maria Jose,b5c22f0f-ca8b-4983-bd0c-c65ecc6d6246,Equipo 2,Ciudad Celeste,0,Notte,3,PAGO,VILLA
955,197,238037,21423.33,Quito,Carlos,b6339f0b-4b89-4fcd-ade1-64195966ebc6,Equipo 2,Ciudad Celeste,1,Ventto,2,PAGO,VILLA
956,172,18199,2729.85,Guayaquil,Carlos,ad0ec55f-1dda-4ef5-bd6a-f5526285c4cc,Equipo 2,Playa Arenas,5,Marinella,1,PAGO,DEPARTAMENTO
957,168,75560,7556,Santo Domingo,Maria Jose,8cc7b0b8-352f-4ebe-8ec9-dbb9e3685338,Equipo 1,Ciudad Celeste,3,Marinella,3,RESCILIADO,DEPARTAMENTO
958,186,177631,8881.55,Cuenca,Juan Carlos,0eb872eb-f4a8-4b09-a7d3-d4f279fee7f7,Equipo 1,Parque Azul,0,Ventto,2,PAGO,DEPARTAMENTO
959,101,85492,10259.04,Guayaquil,Maria Jose,7051e60b-5590-485a-9e94-6c2a046005ef,Equipo 2,Playa Arenas,5,Spiaggia,3,PAGO,DEPARTAMENTO
960,58,238464,28615.68,Naranjito,Juan Carlos,548f5788-894a-4fd0-b892-7da50c3ed349,Equipo 3,Ciudad Celeste,1,Isola,1,PAGO,DEPARTAMENTO
961,134,199282,27899.48,Naranjito,Maria Jose,40d8c169-89c8-4f50-8ce4-cd3d03b2f3e9,Equipo 3,Ciudad Celeste,5,Spiaggia,1,PAGO,VILLA
962,124,20550,2877,Santo Domingo,Maria Fernanda,92ce1c74-782d-4598-9733-5bdb49074c65,Equipo 1,Ciudad Celeste,3,Marinella,1,PAGO,DEPARTAMENTO
963,157,73621,7362.1,Machala,Juan Carlos,1d79132b-7b03-4e1a-8ed1-56573ed08fad,Equipo 2,Parque Azul,3,Notte,2,RESCILIADO,VILLA
964,134,99894,7991.52,Santo Domingo,Maria Fernanda,c55e3e1d-aade-4fb2-9680-da253c06bd87,Equipo 2,Parque Azul,5,Marinella,2,RESCILIADO,VILLA
965,49,147168,8830.08,Guayaquil,Maria Carmen,57ad8902-a91c-4f85-8e04-39ff0baaa932,Equipo 2,Parque Azul,5,Ventto,1,RESCILIADO,DEPARTAMENTO
966,107,194905,15592.4,Cuenca,Maria Carmen,b9dbd705-2fec-4d37-9bd5-56e1acbb1ddf,Equipo 3,Ciudad Celeste,1,Spiaggia,2,PAGO,VILLA
967,197,132293,14552.23,Quito,Carlos,7e26f659-17bc-4a84-b40e-f0580682012e,Equipo 1,Ciudad Celeste,3,Acqua,1,PAGO,VILLA
968,186,43933,3953.97,Santo Domingo,Maria Fernanda,24de8c55-f0eb-4541-9829-26f03260f8ba,Equipo 2,Ciudad Celeste,0,Ventto,3,PAGO,VILLA
969,128,113292,9063.36,Santo Domingo,Miguel Angel,a8ec0888-6325-4119-9ee5-45214b7bf164,Equipo 3,Playa Arenas,5,Isola,1,PAGO,VILLA
970,95,78934,11840.1,Guayaquil,Carlos,720d55e7-1e68-492b-92c5-5e15b2d12e23,Equipo 1,Parque Azul,2,Marinella,1,RESCILIADO,DEPARTAMENTO
971,47,152694,10688.58,Naranjito,Carlos,1b2ccfa1-6790-4543-9ec8-9fa9f646cf52,Equipo 2,Ciudad Celeste,5,Marinella,3,RESCILIADO,DEPARTAMENTO
972,62,175040,22755.2,Machala,Maria Fernanda,1b1dbd1b-5243-44bd-9f7d-7d34aabfe7ca,Equipo 2,Parque Azul,4,Isola,1,RESCILIADO,VILLA
973,156,182110,23674.3,Cuenca,Maria Jose,8cb92fff-1abc-4f58-94e9-bb012bfeb6d0,Equipo 3,Parque Azul,0,Ventto,1,PAGO,VILLA
974,163,69736,9065.68,Machala,Maria Jose,6c6dc6d1-8380-4b20-84b7-6e479844f206,Equipo 3,Playa Arenas,2,Notte,1,PAGO,DEPARTAMENTO
975,82,166969,23375.66,Guayaquil,Maria Fernanda,c76d18df-4668-4adb-ade6-4182dbd69f37,Equipo 1,Parque Azul,4,Isola,2,RESCILIADO,DEPARTAMENTO
976,115,134109,8046.54,Guayaquil,Maria Jose,11854177-2a0e-4777-8d33-3d29b5798ff8,Equipo 1,Parque Azul,5,Isola,1,PAGO,DEPARTAMENTO
977,151,179940,12595.8,Guayaquil,Juan Carlos,6ac08376-4b70-435a-88be-355a0e6e0b6f,Equipo 1,Parque Azul,2,Notte,3,RESCILIADO,VILLA
978,105,12116,848.12,Quito,Miguel Angel,ffeda9da-0897-4863-b8d7-4e5b63f217fb,Equipo 2,Parque Azul,0,Isola,1,PAGO,DEPARTAMENTO
979,153,168467,21900.71,Guayaquil,Miguel Angel,b408b99a-ba22-4c46-b27e-96ecc9700214,Equipo 2,Ciudad Celeste,2,Isola,1,PAGO,VILLA
980,61,160890,12871.2,Quito,Carlos,c2f535a1-8fbb-43b3-9068-55ed80077d1b,Equipo 3,Parque Azul,1,Spiaggia,1,PAGO,DEPARTAMENTO
981,169,53489,3209.34,Naranjito,Maria Fernanda,725b070b-8b56-4721-b671-978a30b6aa7f,Equipo 3,Ciudad Celeste,5,Isola,2,PAGO,VILLA
982,82,11634,814.38,Santo Domingo,Maria Carmen,ee2e5965-ac90-45f1-9901-3d364e450c7e,Equipo 1,Parque Azul,1,Ventto,3,PAGO,VILLA
983,183,121185,16965.9,Santo Domingo,Maria Fernanda,d44c65f6-b09d-4718-9e5f-e6aef9df8f2e,Equipo 2,Parque Azul,1,Acqua,1,PAGO,DEPARTAMENTO
984,39,25330,2279.7,Quito,Miguel Angel,87b9eaa5-1946-4892-b44f-e5518a298d9b,Equipo 2,Parque Azul,2,Isola,3,RESCILIADO,DEPARTAMENTO
985,155,225098,29262.74,Guayaquil,Carlos,48cf8775-1d2b-40da-9c5b-de7d3364e15c,Equipo 3,Playa Arenas,2,Isola,1,PAGO,DEPARTAMENTO
986,63,85584,7702.56,Machala,Miguel Angel,b7b41904-b964-4793-b928-066c2bbbb0fa,Equipo 2,Playa Arenas,3,Ventto,3,PAGO,VILLA
987,137,59034,5903.4,Cuenca,Maria Carmen,856c4ab9-324b-4348-a3a9-77486b619980,Equipo 2,Ciudad Celeste,1,Ventto,2,PAGO,VILLA
988,45,133628,9353.96,Santo Domingo,Miguel Angel,8a7ad3a6-b14e-4e35-9213-8474489ae2a7,Equipo 2,Playa Arenas,0,Spiaggia,2,RESCILIADO,VILLA
989,154,236520,11826,Quito,Maria Carmen,1f58b90a-6c17-4d5e-a29a-6e15beb4022d,Equipo 1,Parque Azul,5,Marinella,3,RESCILIADO,VILLA
990,55,79339,4760.34,Santo Domingo,Maria Fernanda,cdb0cfa9-7620-47cc-8136-e2b2c9662ef7,Equipo 3,Parque Azul,5,Marinella,1,PAGO,DEPARTAMENTO
991,131,123125,17237.5,Cuenca,Maria Carmen,b4ba1995-2160-482e-8786-07d8816a85c1,Equipo 3,Parque Azul,1,Ventto,3,PAGO,VILLA
992,199,82454,6596.32,Cuenca,Juan Carlos,a726a761-35c2-4ffa-b52c-35b9bbcfc5ba,Equipo 3,Parque Azul,1,Ventto,3,PAGO,DEPARTAMENTO
993,175,127974,15356.88,Quito,Juan Carlos,0b4b4af7-9d8a-40a5-bbdc-96146e1b3319,Equipo 3,Ciudad Celeste,2,Spiaggia,3,PAGO,DEPARTAMENTO
994,36,172381,15514.29,Quito,Miguel Angel,5e85f9a8-9716-469e-8e06-992b3ff65858,Equipo 3,Parque Azul,4,Spiaggia,3,RESCILIADO,VILLA
995,176,9011,991.21,Machala,Juan Carlos,b52b8e16-4443-4002-b13f-25ac04aa3c90,Equipo 2,Playa Arenas,5,Ventto,1,PAGO,VILLA
996,99,129074,9035.18,Santo Domingo,Juan Carlos,5cca394c-8228-42c7-8a21-273eb558a4b1,Equipo 1,Playa Arenas,4,Acqua,3,PAGO,VILLA
997,149,230376,32252.64,Naranjito,Miguel Angel,2030575c-4ed2-47ee-8350-84b32bfc0039,Equipo 1,Parque Azul,2,Isola,2,RESCILIADO,VILLA
998,166,233612,21025.08,Guayaquil,Juan Carlos,8b5e8163-eb21-4630-9d1f-1fdc02e72183,Equipo 1,Playa Arenas,4,Notte,1,RESCILIADO,DEPARTAMENTO
999,160,56131,3929.17,Quito,Carlos,f01f7ba7-f791-4903-806c-167aef17f492,Equipo 1,Parque Azul,1,Marinella,3,PAGO,DEPARTAMENTO
1000,49,93223,12118.99,Santo Domingo,Juan Carlos,d600f809-0887-4f61-a778-0589270f7d0a,Equipo 1,Playa Arenas,3,Notte,3,PAGO,DEPARTAMENTO
1001,80,105346,11588.06,Cuenca,Maria Carmen,f0ecc26b-702d-4a69-b16e-182e39b9efc5,Equipo 1,Parque Azul,3,Marinella,1,PAGO,DEPARTAMENTO
1002,143,175291,24540.74,Quito,Maria Jose,7f641eb7-a31b-4b3d-8537-78638512ca96,Equipo 1,Parque Azul,0,Acqua,3,PAGO,VILLA
1003,49,75665,10593.1,Cuenca,Maria Carmen,b8505b9c-5fe5-45e0-9a1b-eabb0199770b,Equipo 3,Playa Arenas,5,Ventto,2,PAGO,DEPARTAMENTO
1004,45,32105,4815.75,Quito,Carlos,bad0b814-2a41-4499-98fe-dc3e0d6eed87,Equipo 3,Ciudad Celeste,5,Marinella,2,PAGO,DEPARTAMENTO
1005,113,100516,9046.44,Cuenca,Miguel Angel,8f135ec0-6f02-4d2d-b3f8-3d30a196e482,Equipo 2,Playa Arenas,3,Acqua,3,RESCILIADO,VILLA
1006,127,179867,14389.36,Santo Domingo,Juan Carlos,e2e39595-ab2d-49a5-bbac-4c939eac8f3b,Equipo 2,Ciudad Celeste,1,Spiaggia,2,PAGO,VILLA
1007,114,164099,16409.9,Santo Domingo,Maria Jose,ac4fe30e-8620-4ebf-be27-09b1029c88c4,Equipo 2,Playa Arenas,5,Ventto,3,PAGO,DEPARTAMENTO
1008,143,168170,25225.5,Quito,Maria Carmen,885e0373-bd68-4b61-966f-6390318035e0,Equipo 1,Playa Arenas,0,Ventto,3,PAGO,DEPARTAMENTO
1009,167,60749,4859.92,Santo Domingo,Maria Fernanda,3458f037-9807-4b54-a06b-159309de0c91,Equipo 1,Parque Azul,5,Notte,1,PAGO,DEPARTAMENTO
1010,36,28462,3415.44,Quito,Maria Carmen,379a5b0c-016c-4a5d-9dab-1d48fe804f2f,Equipo 3,Ciudad Celeste,4,Isola,1,PAGO,VILLA
1011,90,197396,13817.72,Machala,Maria Fernanda,953d1f91-2a4a-4e61-b6d2-bcb587e5ce60,Equipo 3,Parque Azul,1,Acqua,2,PAGO,DEPARTAMENTO
1012,159,33859,2370.13,Guayaquil,Maria Carmen,78a06644-082d-4bb2-9cc7-072066f2eac2,Equipo 2,Playa Arenas,2,Acqua,1,PAGO,DEPARTAMENTO
1013,158,216765,32514.75,Guayaquil,Carlos,b7057ac7-3b4a-49ba-bf62-bab6a0acc7e5,Equipo 1,Ciudad Celeste,0,Isola,1,PAGO,VILLA
1014,36,221904,26628.48,Machala,Juan Carlos,56069def-0388-45cf-a16f-d64b85b3b26a,Equipo 3,Parque Azul,5,Notte,3,PAGO,DEPARTAMENTO
1015,119,203304,30495.6,Naranjito,Miguel Angel,9323c12c-50a7-4dd1-a9a8-2bca8a9e7fdd,Equipo 2,Playa Arenas,2,Spiaggia,3,RESCILIADO,DEPARTAMENTO
1016,46,174794,22723.22,Naranjito,Maria Jose,f1a31619-a26e-4159-8746-399193c39978,Equipo 3,Parque Azul,3,Acqua,1,PAGO,DEPARTAMENTO
1017,110,191277,24866.01,Santo Domingo,Maria Carmen,99e52b52-d325-4b13-9311-c283813e3a0b,Equipo 2,Parque Azul,1,Isola,2,PAGO,DEPARTAMENTO
