Id_Externo__c,Lote_M2__c,Valor_Total__c,Cuota_Entrada__c,Ubicacion__c,Asesor_Comercial__c,Cuenta__r.Id_Externo__c,Grupo_de_Venta__c,Nombre_del_Proyecto__c,Pagos_Vencidos__c,Modelo_Casa__c,Plantas__c,Categoria_Producto__c,Estado_Contrato__c
c0cdbf86-fe2c-41a1-8ea7-c3e46f0d7eec,109,56746,6242.06,Quito,Maria Jose,b3059a1d-2c6b-4267-b066-cb1070cb6f88,Equipo 2,Playa Arenas,5,Marinella,2,VILLA,ACTIVO
2c35c5a3-38cb-4968-97a6-8e66be88ec62,44,11188,1118.8,Cuenca,Carlos,c2ab6100-0ee3-46d9-a0a0-24ee11d95bd8,Equipo 1,Playa Arenas,2,Spiaggia,1,DEPARTAMENTO,ACTIVO
34509d6d-8cb9-40bc-8c77-b1df39452010,124,114240,13708.8,Guayaquil,Maria Carmen,8793124d-c2b5-44c2-a0e3-62e134d0cb48,Equipo 2,Parque Azul,5,Isola,3,VILLA,ACTIVO
7b463ac7-f04d-4561-bb0c-5447a719a5ee,86,9668,1063.48,Guayaquil,Juan Carlos,73df4c9d-3d2c-4d10-a682-86122b78120b,Equipo 3,Parque Azul,5,Isola,3,VILLA,ACTIVO
cf350b20-14d5-4a9f-8156-03d9851200e2,138,112338,10110.42,Santo Domingo,Carlos,cb5dd5af-36ea-4471-a74c-fe0ff0757ae3,Equipo 2,Ciudad Celeste,2,Acqua,2,VILLA,ACTIVO
4e941ae9-9550-472c-af39-6051bfc09c83,110,137079,17820.27,Cuenca,Juan Carlos,c379d3b3-6e87-45af-8881-a3070466e19f,Equipo 1,Playa Arenas,2,Acqua,1,VILLA,ACTIVO
152ce534-1571-469a-91b5-87bf065ba054,61,43639,6109.46,Quito,Maria Fernanda,acacb2d9-c0a9-4a08-8e03-8b7cdbc85be5,Equipo 2,Playa Arenas,0,Notte,1,DEPARTAMENTO,ACTIVO
7a54653a-0ae3-4937-a6bd-2f4bf25e5382,174,94855,13279.7,Guayaquil,Maria Jose,cefa2b39-2273-4edd-8826-f82bbe27b0c1,Equipo 3,Ciudad Celeste,0,Acqua,2,VILLA,ACTIVO
da50cf28-de79-4f3d-b96d-5efcaaaff17f,115,64866,7783.92,Naranjito,Miguel Angel,2543f8c5-e6fb-4b75-87d0-836b7c2847c4,Equipo 3,Ciudad Celeste,3,Spiaggia,1,VILLA,ACTIVO
6d053103-4bac-4f3d-b2d9-e0bf356b772d,97,15128,1512.8,Naranjito,Carlos,bec7df47-ff4c-4ee1-beb9-54e2ec5a21ba,Equipo 1,Ciudad Celeste,2,Spiaggia,2,DEPARTAMENTO,ACTIVO
e997e5c5-5d87-4f4e-b2d7-1b89a1896f4e,69,172031,8601.55,Guayaquil,Maria Carmen,c069944a-987e-43ba-86ec-4bda8776c56d,Equipo 2,Playa Arenas,1,Marinella,1,DEPARTAMENTO,ACTIVO
0e7d4d26-24d8-41c1-abd9-1cd2eb99db96,30,51591,4127.28,Naranjito,Carlos,5d171ed1-3175-4b8c-ad88-1e9ab3cb49e4,Equipo 2,Playa Arenas,1,Marinella,2,VILLA,ACTIVO
89b001c3-85d6-40c2-8fb7-a9819956bebe,74,174827,13986.16,Guayaquil,Maria Jose,7fed741c-73eb-4fa6-bf92-c14b7f615660,Equipo 2,Ciudad Celeste,1,Acqua,2,VILLA,ACTIVO
de85eaa7-a4b5-4dd3-8f83-5f16d3f342ae,117,109737,15363.18,Machala,Maria Fernanda,31d76c44-7958-49dd-aa10-bb235c61a717,Equipo 2,Ciudad Celeste,5,Isola,2,DEPARTAMENTO,ACTIVO
d510120c-74a0-4899-9398-3f678f43ca50,173,148925,17871,Quito,Maria Jose,d4b640e8-ce14-46ec-a95d-875b05905c0a,Equipo 1,Playa Arenas,3,Ventto,1,VILLA,ACTIVO
c43bde5f-83a4-4585-93f9-e647a559b881,146,223658,17892.64,Guayaquil,Carlos,d3dbf01f-9eca-44d3-9afb-f6774946d0a3,Equipo 1,Parque Azul,0,Notte,1,VILLA,ACTIVO
e149f918-9f5f-43ec-959f-bde060acf685,197,25130,3769.5,Quito,Maria Fernanda,1b44cff3-4aec-4d6f-8b1b-ff35de6ec03f,Equipo 1,Parque Azul,4,Acqua,1,VILLA,ACTIVO
c0162341-fa2c-4984-a70c-faba2ec9a861,168,221109,28744.17,Guayaquil,Maria Fernanda,0490649a-6f53-4f44-9ec9-963863c1bbee,Equipo 3,Ciudad Celeste,3,Marinella,3,DEPARTAMENTO,ACTIVO
4b2a80ea-4d40-4b67-a6c9-03c64df60655,174,98512,13791.68,Guayaquil,Miguel Angel,e318dbe5-21d4-4eab-ad24-da21aabc8e7d,Equipo 1,Playa Arenas,5,Ventto,3,DEPARTAMENTO,ACTIVO
8acacbf2-0f28-49f2-ad6c-40952c6103a9,48,227933,31910.62,Cuenca,Carlos,3334e2a7-e084-415d-83d3-85beec2ea7bc,Equipo 3,Parque Azul,3,Spiaggia,1,DEPARTAMENTO,ACTIVO
9d02274d-89b0-4d5d-92a1-d38f9ad4b40d,154,247164,32131.32,Quito,Miguel Angel,31370545-6dfb-4c45-bdad-a77d6c24495f,Equipo 1,Parque Azul,3,Notte,1,DEPARTAMENTO,ACTIVO
49d0ace1-fd77-435c-a2a3-c3d29a0c86f5,37,207291,14510.37,Santo Domingo,Maria Fernanda,68f39091-ce3c-4e52-ba98-9362293c86e6,Equipo 1,Playa Arenas,5,Notte,2,VILLA,ACTIVO
49b0a0ff-3050-4707-8a57-dd4ce52f344a,115,49017,5882.04,Naranjito,Maria Fernanda,5e9945e6-1c14-4ade-a0b1-2ce8ac1ed216,Equipo 1,Parque Azul,4,Spiaggia,1,VILLA,ACTIVO
d21a0669-94e7-491b-b2d9-8764cce3d5af,125,12774,1532.88,Quito,Carlos,87241223-09af-4634-b160-6c9b04092d2d,Equipo 1,Parque Azul,5,Ventto,2,DEPARTAMENTO,ACTIVO
7de6738e-d2b3-4374-ad57-73a09ec70256,147,53695,6443.4,Naranjito,Miguel Angel,3113dd60-3145-4a2e-8623-8e4b86443b78,Equipo 1,Parque Azul,4,Marinella,2,VILLA,ACTIVO
026a3b6a-b844-417e-a039-584ab80fbe70,40,110692,6641.52,Guayaquil,Miguel Angel,f9a443b9-2305-4291-beb2-b6acaf95eb77,Equipo 3,Ciudad Celeste,1,Isola,1,VILLA,ACTIVO
7dd8a6e4-e034-4167-a2f3-5523d6082db5,41,167795,25169.25,Naranjito,Juan Carlos,09bfdc84-a707-46bd-b8d9-f472aa9cc2fa,Equipo 2,Ciudad Celeste,2,Notte,1,VILLA,ACTIVO
0c89a193-729c-4bbe-8429-95e20a34a691,189,100028,10002.8,Guayaquil,Maria Jose,063be69c-477c-451e-ab6b-7f405217ac1c,Equipo 1,Parque Azul,3,Spiaggia,1,DEPARTAMENTO,ACTIVO
6eeea421-a6aa-447b-9278-780e57bae6cf,88,15398,2155.72,Santo Domingo,Carlos,ecb08643-c4cb-4a95-89a1-2b6c986f2568,Equipo 1,Parque Azul,2,Acqua,2,VILLA,ACTIVO
4c758ed2-bbf3-48ae-bf69-2efbcfe2a424,169,13125,918.75,Cuenca,Miguel Angel,42934caf-c007-42a7-a7a2-716f130a1aac,Equipo 3,Parque Azul,4,Spiaggia,3,DEPARTAMENTO,ACTIVO
a561ca11-afa7-4a03-bfe7-e96ba09cebf1,83,25557,2300.13,Santo Domingo,Maria Carmen,ea073a30-4f82-4438-94dc-a1efe0441e69,Equipo 3,Parque Azul,1,Acqua,3,DEPARTAMENTO,ACTIVO
781c4ebc-f0e1-4252-8526-a9c95d9e78fe,55,17044,2045.28,Santo Domingo,Maria Jose,badc96dc-7ff6-4c23-afa4-3a6aa44dd4ad,Equipo 2,Playa Arenas,5,Marinella,3,DEPARTAMENTO,ACTIVO
b24635a4-c690-465b-90d1-bb8b46b8a355,55,46812,4213.08,Machala,Maria Fernanda,124c27c1-ed70-40c5-935e-b1f286aa264f,Equipo 2,Playa Arenas,0,Marinella,2,VILLA,ACTIVO
8269af2f-8fb7-43c8-b70b-abb2c73a3242,41,210265,27334.45,Cuenca,Juan Carlos,81bb0bd0-cbfa-4f19-b567-cd5d5d22ce48,Equipo 2,Parque Azul,3,Marinella,1,DEPARTAMENTO,ACTIVO
c975e2f6-77e1-482c-9c06-5fa8a6918eae,42,245321,14719.26,Santo Domingo,Maria Jose,1f2b8d9f-84b4-4194-80f6-099ce2ad4989,Equipo 3,Parque Azul,4,Isola,2,DEPARTAMENTO,ACTIVO
19994e13-ef6e-4b39-81ee-037275cfd3cd,136,84190,7577.1,Cuenca,Maria Jose,236f79c8-21ec-4bb6-9e8f-0ee869abc58b,Equipo 2,Playa Arenas,0,Marinella,1,VILLA,ACTIVO
b7831c36-2bbe-4a4b-9fa7-5a8a3d53587a,135,248304,12415.2,Santo Domingo,Maria Carmen,fbe0363d-872e-4fd6-903c-4e66b7bb2a95,Equipo 1,Ciudad Celeste,4,Notte,2,DEPARTAMENTO,ACTIVO
ed9c56b8-7ddb-48c9-a2c4-cf8d96563944,160,69155,8298.6,Machala,Miguel Angel,09ffa582-81d8-4aa3-abde-0cbb9b9175a8,Equipo 1,Ciudad Celeste,1,Spiaggia,1,DEPARTAMENTO,ACTIVO
fec6216c-da96-4eec-aa16-c2126305f2ab,70,66631,5996.79,Quito,Carlos,8a0ef2cb-ec8e-4db7-8dce-0d2d33786cbc,Equipo 2,Ciudad Celeste,1,Notte,1,VILLA,ACTIVO
8a791c57-e350-4ab1-8091-18196326b247,113,117635,14116.2,Naranjito,Maria Jose,29426056-5e47-45a7-a091-295012013a82,Equipo 2,Playa Arenas,3,Spiaggia,1,DEPARTAMENTO,ACTIVO
6223cfb3-f44a-4bcb-b560-082c5c18e279,33,86844,7815.96,Machala,Maria Carmen,45b1ac5b-84dc-480d-9942-f3923e3c2660,Equipo 1,Ciudad Celeste,5,Marinella,3,DEPARTAMENTO,ACTIVO
a0e65509-a3fa-4ef8-b484-e635ab39c829,39,214456,12867.36,Guayaquil,Maria Carmen,eed6080f-c473-439b-96d8-45b5e21578e6,Equipo 1,Playa Arenas,2,Ventto,2,VILLA,ACTIVO
ef6640eb-0f0d-419d-b0fc-0ea8c1d1e1ca,67,222827,33424.05,Quito,Maria Fernanda,a3e52f6f-b6c0-4416-b6e3-7040847115c3,Equipo 3,Playa Arenas,0,Notte,2,VILLA,ACTIVO
c9d51007-adfc-425b-918f-f4ace2ae18aa,152,148428,22264.2,Cuenca,Maria Jose,5426b34b-f418-4163-800f-050ebab1feaf,Equipo 3,Parque Azul,5,Ventto,1,DEPARTAMENTO,ACTIVO
7b26550e-1323-4489-81da-5517469f4288,87,35684,4282.08,Cuenca,Maria Fernanda,72b419df-b72f-4e15-8ed8-b6571b754c57,Equipo 2,Parque Azul,2,Marinella,3,VILLA,ACTIVO
cd62cffa-40d6-4d75-807d-0907a6ec415d,186,160112,9606.72,Cuenca,Maria Jose,4354252f-8218-4b13-b09b-abee006acd39,Equipo 1,Parque Azul,5,Ventto,1,DEPARTAMENTO,ACTIVO
15d09371-4cd2-48dc-9020-7385cc4a75cc,103,48267,4826.7,Naranjito,Carlos,4623c634-63af-4c0d-8019-773fe7ac4b0b,Equipo 2,Parque Azul,1,Acqua,1,DEPARTAMENTO,ACTIVO
80bdabd7-6d26-4ce7-80cf-c1c04a453aea,194,180341,19837.51,Guayaquil,Maria Carmen,dc44e5d2-a5d6-4b18-b74e-ee6c9120b6f4,Equipo 2,Ciudad Celeste,1,Marinella,2,DEPARTAMENTO,ACTIVO
d9a1c873-c835-4f00-9abd-a5c956cbc74f,96,70956,7095.6,Machala,Miguel Angel,ef032aef-d7de-4471-bd75-1ddc2e26efc7,Equipo 3,Ciudad Celeste,1,Isola,1,DEPARTAMENTO,ACTIVO
6d8844ab-23b8-47ae-a84d-3a4d16d948c0,111,57836,4048.52,Quito,Maria Fernanda,a276f19f-7b29-4052-92a8-49dbed252fd9,Equipo 3,Parque Azul,2,Marinella,2,DEPARTAMENTO,ACTIVO
aecb6a7c-970b-4de2-b094-fda0501729d0,167,109262,7648.34,Cuenca,Maria Fernanda,223c37b6-e484-4015-98a9-cfef4a628ebb,Equipo 2,Playa Arenas,1,Acqua,3,VILLA,ACTIVO
92d54f55-1d74-43f1-95c5-81a7c54fc18f,178,195216,9760.8,Santo Domingo,Maria Jose,5e167a8c-c0a8-43eb-acd4-4ba2963085fd,Equipo 1,Parque Azul,4,Acqua,1,VILLA,ACTIVO
636d9d4a-7d8b-4b90-8cf7-47ad3e872ce8,165,128451,14129.61,Santo Domingo,Maria Fernanda,e766950d-eb20-4fe0-bd51-4440853b5b35,Equipo 1,Playa Arenas,2,Spiaggia,1,DEPARTAMENTO,ACTIVO
dd49df57-fc7c-46ba-98e5-073633a7a9de,115,70001,9100.13,Quito,Miguel Angel,299f858e-a92a-4619-921b-ae764f4f2670,Equipo 3,Playa Arenas,2,Marinella,2,VILLA,ACTIVO
13bfb365-8af0-45bb-83f2-8075802ac1b9,36,120776,12077.6,Guayaquil,Maria Fernanda,e5bb1bd6-0d94-4552-9032-36bf7599003d,Equipo 1,Playa Arenas,4,Marinella,3,VILLA,ACTIVO
1dfedf59-dae5-46d3-8525-992f6ef4758a,192,235666,35349.9,Guayaquil,Maria Fernanda,1af93b40-4ec9-437e-b657-b282a7dc46b6,Equipo 1,Parque Azul,1,Notte,1,DEPARTAMENTO,ACTIVO
a13e78a3-c3c9-4d85-bce4-c127e7604dbc,135,200243,10012.15,Quito,Miguel Angel,499e0554-680b-4996-a12a-a83d00e5de4f,Equipo 1,Ciudad Celeste,5,Ventto,3,VILLA,ACTIVO
2f611fdf-33c6-4f66-9591-4f2244b2214f,34,239830,31177.9,Guayaquil,Miguel Angel,f5d60fd2-3b1c-430c-bf72-6e55645490f5,Equipo 3,Playa Arenas,5,Isola,3,VILLA,ACTIVO
b69325ea-f471-4157-9cec-faf32535f0f4,120,202527,10126.35,Quito,Miguel Angel,eba3f2a5-6d48-4dc0-8841-606ec9b37d9d,Equipo 3,Parque Azul,5,Ventto,2,VILLA,ACTIVO
8bc13c24-78ff-427b-968a-92cc89804ee1,93,8591,1030.92,Santo Domingo,Juan Carlos,487be36e-9add-473b-af1f-9118b13c9aad,Equipo 3,Parque Azul,2,Ventto,2,VILLA,ACTIVO
fbe2b2fa-5c21-4656-b30f-6fe94f58e896,63,22015,1320.9,Quito,Maria Fernanda,0bc33e00-fa08-4204-9ce4-4cf3288a7d58,Equipo 2,Ciudad Celeste,3,Marinella,2,DEPARTAMENTO,ACTIVO
8962b2e5-b3ff-4f5c-a9f8-f787893da24f,44,242717,16990.19,Guayaquil,Maria Fernanda,5edd6858-42cd-4a59-854e-203faa9ecfdb,Equipo 1,Ciudad Celeste,1,Ventto,2,VILLA,ACTIVO
11c613ad-6d13-48d9-8717-8025a4773554,89,132186,10574.88,Santo Domingo,Juan Carlos,f259a0f7-de32-41fc-bb22-45591cc2c90b,Equipo 1,Playa Arenas,1,Spiaggia,2,VILLA,ACTIVO
637fd0c0-95b9-478d-b408-e86e51f029d6,104,179039,12532.73,Santo Domingo,Carlos,4c4af272-130e-4022-8b8a-0539164f69db,Equipo 2,Parque Azul,0,Ventto,1,DEPARTAMENTO,ACTIVO
2fed1681-891a-4945-8544-fec1e1127367,47,196750,25577.5,Santo Domingo,Maria Jose,2b355ee5-f492-4602-be16-a8be43b036ba,Equipo 3,Parque Azul,2,Spiaggia,1,DEPARTAMENTO,ACTIVO
74131cde-835b-4e72-8ab6-20c2d76ec40e,168,216313,32446.95,Cuenca,Maria Carmen,19b299e2-24a7-462a-a1e2-844d16209e40,Equipo 2,Parque Azul,4,Isola,3,DEPARTAMENTO,ACTIVO
57324f44-2af4-463d-9972-085903477a85,108,145058,8703.48,Machala,Carlos,3643a86f-68da-4362-b317-d87584c67e57,Equipo 1,Ciudad Celeste,1,Spiaggia,2,VILLA,ACTIVO
223346ed-f31b-4e34-adb0-e738293e86e4,43,45694,4112.46,Cuenca,Miguel Angel,40a2ef3f-9c54-443f-b766-84f2f3b2d764,Equipo 3,Playa Arenas,4,Acqua,1,DEPARTAMENTO,ACTIVO
b982d743-b7e5-410a-9ae6-cc2d5b5832bd,146,168319,20198.28,Naranjito,Maria Fernanda,0f2d8229-a74e-42f1-9422-1bd619934a4c,Equipo 1,Ciudad Celeste,4,Notte,1,VILLA,ACTIVO
8d1d8a20-4345-4a6a-aa77-291b9d5eddac,62,212111,14847.77,Santo Domingo,Carlos,17c28a16-9bc2-43fa-b208-a2329bfd808d,Equipo 1,Parque Azul,0,Marinella,1,VILLA,ACTIVO
8645551a-590c-4635-bf2d-2024c664a6d7,130,95769,12449.97,Cuenca,Miguel Angel,93957456-9a98-43e0-8f3b-9dfac07bd930,Equipo 3,Playa Arenas,2,Spiaggia,2,DEPARTAMENTO,ACTIVO
06b2baee-ba46-4f57-a8e1-d845f2c2ab9d,126,140241,19633.74,Naranjito,Maria Carmen,d8caa6b0-8f4a-4c42-beba-270e058e4ac5,Equipo 1,Ciudad Celeste,0,Ventto,1,DEPARTAMENTO,ACTIVO
75cafcf9-ecb6-438e-96e7-f3d35b6b2a79,171,79141,5539.87,Quito,Miguel Angel,822beb9e-10d4-4ad9-bf05-66a35366b1a9,Equipo 2,Parque Azul,1,Marinella,2,DEPARTAMENTO,ACTIVO
6c233342-1b78-408c-bc7b-4e58da8ccc6d,164,37235,4095.85,Santo Domingo,Carlos,f4cd0bbe-15e8-465d-ad14-b5865c08f191,Equipo 1,Ciudad Celeste,2,Spiaggia,1,VILLA,ACTIVO
44b1958b-709d-4941-bd36-7db1b671f912,71,191107,15288.56,Naranjito,Miguel Angel,483825b4-10df-46b7-9573-964070ff51fd,Equipo 2,Playa Arenas,2,Spiaggia,1,DEPARTAMENTO,ACTIVO
caa3030b-719f-49cd-af26-e64e3c746b29,136,53284,6926.92,Santo Domingo,Carlos,f3a8d91a-0ef6-415c-a773-544b1030c7e1,Equipo 2,Parque Azul,1,Acqua,3,VILLA,ACTIVO
db63ffb4-372c-4490-8f43-62ee4e3fbefb,189,131901,13190.1,Machala,Maria Carmen,50deaf1f-86cd-482a-a6d5-27b566e3f228,Equipo 2,Ciudad Celeste,0,Isola,1,DEPARTAMENTO,ACTIVO
27289431-2812-4e73-bc4a-d2c6c8fadcc6,32,39837,5178.81,Cuenca,Carlos,b614753c-b4c1-4243-af3e-6c8101f7b5a0,Equipo 3,Playa Arenas,2,Ventto,2,DEPARTAMENTO,ACTIVO
85d09c31-6c59-41fb-9846-05a98cfe447f,147,136988,13698.8,Quito,Miguel Angel,3491091a-6ab8-476a-9f34-2614c6a513b7,Equipo 3,Playa Arenas,3,Marinella,1,VILLA,ACTIVO
ce59fe5e-4911-4d7a-a677-4ab79ea494ed,116,108610,11947.1,Guayaquil,Maria Jose,e4d5ea91-c242-4e4b-b6f5-2adc99f73a84,Equipo 2,Ciudad Celeste,1,Acqua,1,VILLA,ACTIVO
306d5a8d-f79d-4a05-ab0c-62d84cf1c51f,158,217382,19564.38,Santo Domingo,Carlos,028081a3-8ca3-4693-9479-5b8d9d1ee918,Equipo 3,Parque Azul,4,Acqua,2,DEPARTAMENTO,ACTIVO
dfd5f218-0362-49b8-b7eb-e226f2443b4d,185,242330,26656.3,Santo Domingo,Maria Carmen,7b873a7c-1810-44e2-9d62-d8c95df629b9,Equipo 3,Playa Arenas,3,Spiaggia,3,DEPARTAMENTO,ACTIVO
bdd6a9fd-320c-4e01-a520-fb7356ddf5d8,35,136660,8199.6,Santo Domingo,Maria Carmen,e9d05ef9-8d81-4af2-ac93-d12a20e832c9,Equipo 1,Parque Azul,5,Spiaggia,1,VILLA,ACTIVO
8affc3cd-1cff-4d4c-96fc-2ca2cd568023,200,97364,5841.84,Santo Domingo,Juan Carlos,70ca9f78-0d13-40ce-b4d9-e37d22287deb,Equipo 3,Ciudad Celeste,3,Notte,3,VILLA,ACTIVO
d9fbd5b1-3717-4f32-984a-a7567cff54c9,200,142290,8537.4,Quito,Maria Carmen,050e2cb4-ceb8-4ca1-b964-2c2c877700b8,Equipo 3,Playa Arenas,2,Ventto,1,DEPARTAMENTO,ACTIVO
47b8736e-abfe-46f4-ba6a-0b3acae74d86,146,105086,6305.16,Naranjito,Maria Jose,18471456-fb01-4a8a-b20b-8f5dc9e419e3,Equipo 1,Ciudad Celeste,4,Spiaggia,3,DEPARTAMENTO,ACTIVO
2e0aff0c-14bc-48e1-a117-18a4804003a1,55,205008,20500.8,Naranjito,Juan Carlos,3022db5f-7053-43fd-aa4a-d3655e48fbc5,Equipo 3,Parque Azul,4,Marinella,3,VILLA,ACTIVO
99dd9d6d-b4bd-487d-8619-f455af8df4cc,161,36218,5070.52,Guayaquil,Maria Carmen,0d857414-4f6c-48dc-bd9d-6c32b684844d,Equipo 1,Parque Azul,5,Acqua,1,VILLA,ACTIVO
8f66de50-11ee-48ed-88bd-4bc6308b909e,39,191746,15339.68,Cuenca,Miguel Angel,9f1990d3-893c-450a-8b15-10206933f3e7,Equipo 1,Parque Azul,4,Acqua,3,DEPARTAMENTO,ACTIVO
1985b42d-7987-49fb-807d-10ae8fe15ae4,88,234107,23410.7,Naranjito,Maria Carmen,aa08731e-c436-41e4-9702-77d5f9b81c39,Equipo 3,Parque Azul,0,Acqua,3,DEPARTAMENTO,ACTIVO
e7d04c7e-fe41-4fc4-b696-83d19c9e5fc1,62,41943,4613.73,Machala,Maria Jose,a5d16cb2-ff65-46e5-8597-7b35ade5bd28,Equipo 1,Ciudad Celeste,1,Acqua,2,VILLA,ACTIVO
6cbd4d9e-95c6-4f80-b660-5a7276f335d2,67,63141,5682.69,Machala,Maria Carmen,3d7af353-bc61-4080-9ed4-bfa1ec01d0c1,Equipo 3,Playa Arenas,1,Marinella,2,DEPARTAMENTO,ACTIVO
3b156c5f-e6bc-4649-bf41-a9fafb1c1b2a,40,80108,8811.88,Cuenca,Juan Carlos,ae10de51-ff21-475b-afb7-78ddfce5b1b0,Equipo 2,Ciudad Celeste,3,Notte,3,DEPARTAMENTO,ACTIVO
40d29c08-8cca-4638-a260-8cd583cbf246,197,106174,6370.44,Machala,Maria Carmen,3c820d79-b82a-4797-b598-3dae123b996b,Equipo 2,Ciudad Celeste,5,Acqua,3,VILLA,ACTIVO
0695be40-0e96-49c0-9421-56290b12dc1c,192,15390,2154.6,Naranjito,Maria Carmen,9d861882-c59a-42bc-8cae-6a9e1254af06,Equipo 3,Playa Arenas,3,Notte,3,VILLA,ACTIVO
4d954c39-816a-46b9-96f4-39368365e603,74,60977,4268.39,Machala,Juan Carlos,e967f67a-5aee-4b6f-b932-3440cf0a12e9,Equipo 1,Playa Arenas,0,Ventto,3,VILLA,ACTIVO
3fdc1c0f-d587-4548-8642-b6c85fc43917,72,47742,4774.2,Guayaquil,Miguel Angel,27237215-0e43-43cb-ab63-10a6fc3898a8,Equipo 1,Parque Azul,3,Isola,3,VILLA,ACTIVO
06a5b325-8b8e-4147-930d-c9228aac6e6a,148,9036,813.24,Machala,Miguel Angel,6b2da8f6-2931-4e17-b6ee-0de22c59a663,Equipo 2,Ciudad Celeste,4,Ventto,1,DEPARTAMENTO,ACTIVO
2a56a9b7-d8bc-4898-aeef-0b07f89da59e,49,118053,9444.24,Santo Domingo,Maria Fernanda,39418084-9fc6-4a11-b64b-56375abd2322,Equipo 2,Ciudad Celeste,3,Spiaggia,3,DEPARTAMENTO,ACTIVO
4b88bb56-9ba0-463b-a441-019bfac773eb,53,30954,3714.48,Guayaquil,Maria Carmen,bd1c3ffb-eb21-4d8b-80fd-0f1cf945baf2,Equipo 3,Parque Azul,0,Notte,1,VILLA,ACTIVO
e2d08753-55a2-4cef-ab2e-deae287b0cdf,174,40445,3640.05,Santo Domingo,Carlos,cccda2c4-c703-4374-8fcb-9705790a38e6,Equipo 3,Ciudad Celeste,0,Marinella,1,VILLA,ACTIVO
528ae6d8-ad2c-4a10-b3e5-6efeacec723d,141,19221,2690.94,Santo Domingo,Maria Fernanda,86c2ac49-5169-4c8c-8ea5-7015dadb4d6a,Equipo 2,Playa Arenas,4,Notte,3,VILLA,ACTIVO
86a658e0-7e14-44b3-ac34-122266bb3fe8,173,105640,5282,Quito,Maria Jose,d946cbef-99f8-482a-bba9-16a6b6eb5587,Equipo 3,Parque Azul,1,Ventto,3,DEPARTAMENTO,ACTIVO
fcf81ca8-9e25-4947-9d67-4beeaa248857,95,145156,13064.04,Guayaquil,Maria Fernanda,be93ac3c-22a6-41dd-92dd-070df4577365,Equipo 1,Playa Arenas,5,Marinella,3,DEPARTAMENTO,ACTIVO
b329b834-e433-4af5-bdf7-cdf25cbbfb36,169,95880,5752.8,Cuenca,Juan Carlos,eb42989c-8b26-48ee-b924-5144f1256059,Equipo 2,Playa Arenas,4,Marinella,1,DEPARTAMENTO,ACTIVO
5ea5d38e-fba9-4e99-9a69-bfcb41508af7,166,49190,3443.3,Naranjito,Maria Fernanda,adb4d613-a2b5-4652-9c70-6d5c31c1511c,Equipo 3,Playa Arenas,3,Ventto,3,DEPARTAMENTO,ACTIVO
5126ef09-7900-4242-96fa-da923dff6134,97,59591,3575.46,Cuenca,Juan Carlos,2e06e928-1fbd-4bf3-973b-db82120cd7c2,Equipo 2,Parque Azul,4,Spiaggia,3,DEPARTAMENTO,ACTIVO
7da4b6de-e1de-471c-bdd0-2327b1154c83,188,211851,25422.12,Santo Domingo,Miguel Angel,b574a701-569b-4c00-98f2-70726cd8164c,Equipo 3,Parque Azul,4,Ventto,1,DEPARTAMENTO,ACTIVO
b49a3476-e219-4eeb-a936-c589ed5d0c81,78,49554,3964.32,Naranjito,Carlos,cbb13995-68b9-4335-8f84-54916fd6b477,Equipo 3,Parque Azul,3,Isola,3,DEPARTAMENTO,ACTIVO
5ff33fba-f939-4e8f-8f59-3300e05f8ea0,198,249701,22473.09,Santo Domingo,Maria Fernanda,d14a176f-8737-40d5-b72d-9b41f74a87b3,Equipo 3,Playa Arenas,3,Acqua,3,VILLA,ACTIVO
5eede7e0-b547-4699-bfc8-8f4ed4f6c4a5,128,81075,12161.25,Santo Domingo,Juan Carlos,f155bad0-2be8-48e9-8a43-4395ace5adec,Equipo 3,Parque Azul,2,Spiaggia,3,DEPARTAMENTO,ACTIVO
c01b9ac5-f86b-455d-8c1f-3567e04ba2af,75,121041,7262.46,Quito,Maria Fernanda,e69203e6-ffb1-4e5c-a8ec-8c8d285bc0d1,Equipo 1,Parque Azul,4,Spiaggia,1,VILLA,ACTIVO
81da0795-456e-44ac-b06a-a87eb58aba8f,80,48014,4321.26,Santo Domingo,Juan Carlos,eea99cc2-128a-45c0-ade9-52ad043921a1,Equipo 2,Parque Azul,3,Marinella,2,VILLA,ACTIVO
2a3819e5-fe34-465e-8cef-d61c164651f6,62,127877,14066.47,Machala,Miguel Angel,766569bf-18f2-472d-bb57-4b37a7ddc57d,Equipo 1,Parque Azul,3,Isola,1,DEPARTAMENTO,ACTIVO
3e0127a2-1aff-40ff-b365-518dfe0f6b4e,159,186747,14939.76,Machala,Juan Carlos,25aa77d7-4dba-46c4-9d79-626401d31aff,Equipo 1,Playa Arenas,1,Spiaggia,3,DEPARTAMENTO,ACTIVO
c78c9e4c-ce23-49bc-9e0e-ff84a2b6df89,118,101593,14223.02,Naranjito,Maria Jose,9c4939c9-ea91-439c-a035-13cb7cd6a6ed,Equipo 2,Playa Arenas,5,Marinella,3,DEPARTAMENTO,ACTIVO
05513b54-cb80-4b9c-befc-929ac4e0f1a3,153,236703,18936.24,Santo Domingo,Carlos,ca8fc8be-5790-4fe2-96a8-4677946ab0c0,Equipo 2,Playa Arenas,2,Notte,2,VILLA,ACTIVO
